uid,gid,fpid,tname,drvn,obt,qtr,min,sec,yfog,plays,succ,rfd,pfd,ofd,ry,ra,py,pa,pc,peyf,peya,net,res
99509,4251,696278,ARI,8,PUNT,3,3,40,31,6,3,0,3,0,4,2,50,4,3,5,0,59,INT
99510,4251,696285,GB,8,INT,4,3,17,20,7,3,1,1,0,12,4,11,3,1,0,0,23,PUNT
99511,4251,696293,ARI,9,PUNT,4,7,9,20,14,7,0,6,0,6,4,74,10,7,0,0,80,TD
99512,4251,696309,GB,9,KOFF,4,1,6,20,4,1,0,0,0,1,1,4,3,1,0,0,5,DWNS
99513,4251,696313,ARI,10,DWNS,4,0,43,76,4,0,0,0,0,6,2,0,1,0,0,0,6,FG
99514,4251,696318,GB,10,KOFF,4,1,55,14,6,2,0,2,0,0,0,91,6,2,0,5,86,TD
99515,4251,696327,ARI,11,KOFF,5,1,30,20,3,2,0,2,0,0,0,80,3,2,0,0,80,TD
99516,4252,696331,CAR,1,KOFF,1,2,30,25,4,4,3,0,0,69,4,0,0,0,0,0,75,TD
99517,4252,696337,SEA,1,KOFF,1,0,52,14,2,0,0,0,0,-3,1,0,1,0,0,0,-3,INT
99518,4252,696341,SEA,2,KOFF,1,3,36,25,5,2,0,1,0,6,2,22,3,2,0,0,28,PUNT
99519,4252,696347,CAR,2,PUNT,1,8,44,14,15,10,2,4,0,31,10,60,5,4,0,5,86,TD
99520,4252,696365,SEA,3,KOFF,2,0,6,20,1,0,0,0,0,0,0,0,1,0,0,0,0,INT
99521,4252,696366,CAR,3,INT,2,1,35,71,4,0,0,0,0,-2,1,1,2,1,0,0,-1,FG
99522,4252,696371,SEA,4,KOFF,2,1,26,20,3,0,0,0,0,0,1,-8,2,0,0,0,-8,PUNT
99523,4252,696375,CAR,4,PUNT,2,4,45,46,9,6,2,2,0,13,5,41,4,3,0,0,54,TD
99524,4252,696386,SEA,5,KOFF,2,4,11,20,12,7,2,2,0,18,3,58,9,6,0,10,66,DWNS
99525,4252,696399,CAR,5,DWNS,2,1,10,14,3,0,0,0,0,7,3,0,0,0,0,0,7,PUNT
99526,4252,696403,SEA,6,PUNT,2,1,5,33,5,3,0,2,0,9,1,21,3,2,0,0,30,MFG
99527,4252,696409,SEA,7,KOFF,3,1,33,65,4,4,0,2,0,0,0,35,4,4,0,0,35,TD
99528,4252,696415,CAR,6,KOFF,3,3,7,27,6,1,0,1,0,8,3,-3,3,1,0,0,5,PUNT
99529,4252,696422,SEA,8,PUNT,3,2,40,37,7,3,1,2,0,23,2,40,5,2,0,0,63,TD
99530,4252,696431,CAR,7,KOFF,3,3,26,18,7,3,0,2,0,10,3,22,4,2,0,0,32,PUNT
99531,4252,696439,SEA,9,PUNT,3,3,48,15,8,3,1,1,0,17,1,22,7,3,0,0,39,PUNT
99532,4252,696448,CAR,8,PUNT,3,5,54,12,9,7,0,2,0,4,5,22,4,4,0,0,26,PUNT
99533,4252,696458,SEA,10,PUNT,4,3,28,27,9,6,1,4,0,8,1,65,8,6,0,0,73,TD
99534,4252,696469,CAR,9,KOFF,4,3,15,31,5,2,0,1,0,11,4,8,1,1,0,0,19,PUNT
99535,4252,696475,SEA,11,PUNT,4,1,38,22,11,6,0,4,0,0,0,70,10,6,0,10,60,FG
99536,4252,696489,CAR,10,KOFF,4,1,11,52,3,0,0,0,0,-7,3,0,0,0,0,0,-7,ENDQ
99537,4253,696493,PIT,1,KOFF,1,1,42,20,3,0,0,0,0,2,1,-2,2,1,0,0,0,PUNT
99538,4253,696497,DEN,1,PUNT,1,1,57,70,5,1,0,1,0,5,1,15,3,2,0,0,20,FG
99539,4253,696503,PIT,2,KOFF,1,3,25,20,7,1,0,1,0,4,2,44,5,3,0,0,48,DWNS
99540,4253,696510,DEN,2,DWNS,1,1,52,32,3,2,0,0,0,4,2,4,1,1,0,0,8,PUNT
99541,4253,696514,PIT,3,PUNT,1,0,58,3,3,1,0,0,0,5,1,0,2,0,0,4,1,PUNT
99542,4253,696519,DEN,3,PUNT,1,1,26,69,4,1,0,0,0,8,2,0,1,0,0,0,8,FG
99543,4253,696524,PIT,4,KOFF,1,2,18,20,5,4,3,1,0,57,4,23,1,1,0,0,80,TD
99544,4253,696531,DEN,4,KOFF,1,2,10,20,7,3,0,3,0,-1,1,38,6,3,0,0,37,PUNT
99545,4253,696539,PIT,5,PUNT,2,3,53,15,7,3,0,1,0,9,3,51,3,1,0,0,60,FG
99546,4253,696547,DEN,5,KOFF,2,1,35,20,3,1,0,0,0,6,2,0,1,0,0,0,6,PUNT
99547,4253,696551,PIT,6,PUNT,2,1,56,38,3,0,0,0,0,1,1,-7,2,1,0,0,-6,PUNT
99548,4253,696555,DEN,6,PUNT,2,1,36,41,5,1,0,1,0,0,0,22,5,2,0,0,22,DWNS
99549,4253,696560,PIT,7,DWNS,2,1,58,37,3,1,0,0,0,0,1,8,2,2,0,0,8,PUNT
99550,4253,696564,DEN,7,PUNT,2,3,14,5,11,5,2,1,0,43,5,20,5,3,0,0,62,FG
99551,4253,696576,DEN,8,KOFF,3,3,9,20,5,0,0,0,1,4,3,2,2,2,9,0,15,PUNT
99552,4253,696583,PIT,8,PUNT,3,2,19,21,8,2,0,2,0,0,0,69,7,3,0,0,69,FG
99553,4253,696592,DEN,9,KOFF,3,1,37,20,4,1,0,1,0,-1,1,19,3,1,0,0,18,PUNT
99554,4253,696597,PIT,9,PUNT,3,2,2,6,3,0,0,0,0,4,3,0,0,0,0,0,4,PUNT
99555,4253,696601,DEN,10,PUNT,3,3,8,47,7,3,1,2,0,11,1,19,5,3,0,0,30,FG
99556,4253,696609,PIT,10,KOFF,3,4,30,20,7,4,1,1,1,4,2,45,5,4,12,20,46,PUNT
99557,4253,696620,DEN,11,PUNT,4,1,42,20,4,1,0,1,0,-4,1,38,3,2,0,0,34,PUNT
99558,4253,696625,PIT,11,PUNT,4,1,41,25,4,3,1,2,0,-1,1,41,3,3,0,0,40,FUM
99559,4253,696629,DEN,12,FUM,4,6,52,35,14,9,3,2,1,32,10,38,3,2,5,10,65,TD
99560,4253,696645,PIT,12,KOFF,4,1,11,20,5,1,0,1,0,0,0,10,5,3,0,0,10,DWNS
99561,4253,696650,DEN,13,DWNS,4,0,56,70,4,0,0,0,0,3,3,0,0,0,0,0,3,FG
99562,4253,696655,PIT,13,KOFF,4,0,40,20,4,2,0,1,0,0,0,29,3,2,22,0,51,FG
99563,4253,696661,DEN,14,KOFF,4,0,13,39,1,0,0,0,0,-1,1,0,0,0,0,0,-1,ENDQ
99564,4254,696663,NE,1,KOFF,1,1,58,20,5,2,0,1,0,2,1,13,4,2,0,0,15,PUNT
99565,4254,696669,DEN,1,PUNT,1,5,30,17,11,5,0,4,1,9,5,60,6,4,14,0,83,TD
99566,4254,696683,NE,2,KOFF,1,0,52,20,3,1,0,0,0,0,0,7,3,1,0,0,7,PUNT
99567,4254,696687,DEN,2,PUNT,1,1,35,34,3,1,0,0,0,-1,1,5,2,1,0,0,4,PUNT
99568,4254,696691,NE,3,PUNT,1,1,57,40,3,1,0,0,0,5,1,4,2,1,0,15,-6,PUNT
99569,4254,696695,DEN,3,PUNT,1,0,45,26,2,0,1,0,0,2,2,0,0,0,0,0,2,FUM
99570,4254,696697,NE,4,FUM,1,0,34,78,2,2,1,1,1,1,1,20,1,1,1,0,22,TD
99571,4254,696701,DEN,4,KOFF,1,2,3,20,6,1,0,1,0,4,2,37,4,2,0,0,41,PUNT
99572,4254,696708,NE,5,PUNT,2,0,11,13,2,0,0,0,0,0,0,0,2,0,0,0,0,INT
99573,4254,696710,DEN,5,INT,2,0,49,84,3,1,0,1,0,4,1,12,2,1,0,0,16,TD
99574,4254,696715,NE,6,KOFF,2,6,44,24,13,4,1,2,0,13,4,35,8,4,5,5,48,FG
99575,4254,696731,DEN,6,KOFF,2,1,41,20,3,0,0,0,0,5,2,0,1,0,0,0,5,PUNT
99576,4254,696735,NE,7,PUNT,2,1,13,41,3,1,0,0,0,5,2,0,1,0,0,0,5,INT
99577,4254,696738,DEN,7,INT,2,1,41,44,3,0,0,0,0,7,1,-6,2,0,0,5,-4,PUNT
99578,4254,696743,NE,8,PUNT,2,0,41,12,3,0,0,0,0,10,2,0,1,0,0,5,5,PUNT
99579,4254,696748,DEN,8,PUNT,2,1,13,44,6,3,0,1,0,9,1,14,4,2,0,0,23,FG
99580,4254,696755,NE,9,KOFF,2,0,33,20,1,0,0,0,0,-1,1,0,0,0,0,0,-1,ENDQ
99581,4254,696757,DEN,9,KOFF,3,1,45,20,3,0,0,0,0,8,2,-13,1,0,0,0,-5,PUNT
99582,4254,696761,NE,10,PUNT,3,2,49,33,8,3,0,2,0,0,1,47,6,3,0,0,47,FG
99583,4254,696770,DEN,10,KOFF,3,3,44,20,7,3,1,1,0,14,4,20,3,2,0,0,34,PUNT
99584,4254,696778,NE,11,PUNT,3,2,2,8,3,0,0,0,0,3,1,-3,2,1,0,4,0,PUNT
99585,4254,696783,DEN,11,PUNT,3,2,5,44,3,0,0,0,0,3,1,-4,2,1,0,0,-1,PUNT
99586,4254,696787,NE,12,PUNT,3,2,35,4,6,3,1,1,0,3,1,17,5,2,0,0,20,PUNT
99587,4254,696794,DEN,12,PUNT,4,4,58,39,10,4,1,1,0,35,4,13,5,3,0,0,48,FG
99588,4254,696805,NE,13,KOFF,4,4,6,20,11,4,0,3,1,3,2,45,9,5,15,0,63,DWNS
99589,4254,696816,DEN,13,DWNS,4,1,21,17,3,0,0,0,0,1,1,7,2,1,0,5,3,PUNT
99590,4254,696821,NE,14,PUNT,4,2,17,29,8,4,0,2,1,0,0,57,8,4,5,5,57,DWNS
99591,4254,696831,DEN,14,DWNS,4,0,26,14,3,0,0,0,0,0,2,0,1,0,0,0,0,PUNT
99592,4254,696835,NE,15,PUNT,4,1,41,50,9,3,0,2,0,0,0,50,8,3,0,0,50,TD
99593,4254,696845,DEN,15,KOFF,4,0,11,62,1,0,0,0,0,-1,1,0,0,0,0,0,-1,ENDQ
99594,4255,696847,ARI,1,KOFF,1,1,34,20,3,0,0,0,0,3,2,0,1,0,0,0,3,PUNT
99595,4255,696851,CAR,1,PUNT,1,3,56,34,8,3,0,2,0,4,2,35,5,4,0,0,39,FG
99596,4255,696860,ARI,2,KOFF,1,1,43,20,6,1,0,1,0,-2,1,16,5,1,0,5,9,PUNT
99597,4255,696868,CAR,2,PUNT,1,3,16,51,5,4,1,1,0,30,3,14,2,2,5,0,49,TD
99598,4255,696876,ARI,3,KOFF,1,2,43,20,6,3,1,1,0,6,2,19,4,2,0,0,25,PUNT
99599,4255,696883,CAR,3,PUNT,1,0,59,12,3,1,0,1,0,2,1,86,2,1,0,0,88,TD
99600,4255,696888,ARI,4,KOFF,1,3,6,20,7,3,2,1,0,37,3,5,4,2,0,0,42,FUM
99601,4255,696895,CAR,4,FUM,2,0,56,38,3,0,0,0,1,-1,1,0,2,0,0,0,-1,PUNT
99602,4255,696899,ARI,5,PUNT,2,6,3,21,10,7,3,3,1,14,6,45,4,4,20,0,79,TD
99603,4255,696912,CAR,5,KOFF,2,0,59,20,3,1,0,0,0,7,1,0,2,0,0,0,7,PUNT
99604,4255,696916,CAR,6,PUNT,2,2,49,54,5,3,3,0,0,41,5,0,0,0,10,0,46,TD
99605,4255,696924,ARI,6,KOFF,2,0,9,20,1,0,0,1,0,0,0,0,1,0,0,0,0,FUM
99606,4255,696925,CAR,7,FUM,2,0,51,69,2,0,0,0,1,0,1,0,1,0,0,0,0,INT
99607,4255,696927,ARI,7,INT,2,0,7,78,1,0,0,0,0,0,0,0,1,0,0,0,0,INT
99608,4255,696928,CAR,8,INT,2,0,49,20,2,0,0,0,0,-2,2,0,0,0,0,0,-2,ENDQ
99609,4255,696931,CAR,9,KOFF,3,7,10,17,11,6,0,3,1,10,4,65,6,5,5,0,80,FG
99610,4255,696944,ARI,8,KOFF,3,1,31,20,3,1,0,0,0,2,1,6,2,1,0,0,8,PUNT
99611,4255,696948,CAR,10,PUNT,3,4,11,21,8,4,2,2,0,24,4,55,4,3,0,0,79,TD
99612,4255,696958,ARI,9,KOFF,3,2,52,20,11,8,0,5,0,0,1,80,9,7,0,0,80,TD
99613,4255,696970,CAR,11,KOFF,4,1,18,20,3,0,0,0,0,-1,1,4,2,1,0,0,3,PUNT
99614,4255,696974,ARI,10,PUNT,4,1,20,36,5,2,0,1,0,0,0,15,5,2,5,15,20,INT
99615,4255,696980,CAR,12,INT,4,6,12,16,10,6,1,2,0,24,6,65,3,3,1,5,-16,TD
99616,4255,696993,ARI,11,KOFF,4,0,15,12,1,0,0,0,0,0,0,0,1,0,0,0,0,INT
99617,4255,696996,ARI,12,KOFF,4,0,41,21,2,1,0,1,0,0,0,13,2,1,0,0,13,INT
99618,4255,696998,CAR,13,INT,4,3,13,60,6,2,1,0,0,14,6,0,0,0,0,0,14,DWNS
99619,4255,697004,ARI,13,DWNS,4,1,17,26,5,3,0,1,0,0,0,28,5,3,0,0,28,ENDQ
99620,4256,697010,DEN,1,KOFF,1,4,17,20,10,5,1,2,0,17,3,47,6,4,0,0,64,FG
99621,4256,697021,CAR,1,KOFF,1,1,24,19,3,0,0,0,0,2,1,7,2,1,0,0,9,PUNT
99622,4256,697025,DEN,2,PUNT,1,1,56,25,3,2,0,0,0,2,1,7,2,2,0,0,9,PUNT
99623,4256,697029,CAR,2,PUNT,1,0,56,15,3,0,0,1,0,0,1,0,2,0,0,0,0,FUM
99624,4256,697034,CAR,3,KOFF,1,3,15,21,7,1,1,0,0,18,3,-3,4,1,15,0,30,PUNT
99625,4256,697042,DEN,3,PUNT,1,1,57,13,3,1,0,0,0,0,1,-2,2,1,0,0,-2,PUNT
99626,4256,697046,CAR,4,PUNT,1,4,50,27,9,7,2,3,0,26,5,51,4,4,6,5,73,TD
99627,4256,697058,DEN,4,KOFF,2,0,39,20,3,0,0,0,0,0,0,-7,3,0,0,0,-7,PUNT
99628,4256,697063,CAR,5,PUNT,2,1,35,49,3,0,0,0,0,2,1,-4,2,0,0,0,-2,PUNT
99629,4256,697067,DEN,5,PUNT,2,2,13,86,4,2,0,0,0,2,2,7,1,1,0,10,-1,FG
99630,4256,697073,CAR,6,KOFF,2,0,26,20,3,1,2,0,0,25,2,0,1,0,15,0,40,FUM
99631,4256,697076,DEN,6,FUM,2,2,9,40,5,1,1,0,1,36,3,0,2,0,0,0,36,INT
99632,4256,697081,CAR,7,INT,2,1,6,39,3,0,0,0,0,0,1,0,2,0,0,0,0,PUNT
99633,4256,697085,DEN,7,PUNT,2,1,22,20,3,1,0,0,0,0,1,8,2,1,0,0,8,PUNT
99634,4256,697089,CAR,8,PUNT,2,1,55,19,8,3,1,1,0,9,2,22,6,2,0,5,26,ENDQ
99635,4256,697099,CAR,9,KOFF,3,4,12,20,10,3,1,2,0,10,4,59,5,2,0,15,54,MFG
99636,4256,697109,DEN,8,MFG,3,2,30,34,7,2,0,2,0,2,2,47,4,2,5,0,54,FG
99637,4256,697118,CAR,10,KOFF,3,2,34,20,5,3,1,1,0,6,1,46,4,2,0,0,52,INT
99638,4256,697123,DEN,9,INT,3,2,32,7,4,1,1,0,0,15,3,-7,1,0,0,0,8,PUNT
99639,4256,697128,CAR,11,PUNT,3,2,53,19,5,1,0,1,0,0,1,8,4,2,0,5,3,PUNT
99640,4256,697135,DEN,10,PUNT,3,2,2,32,5,1,0,2,0,1,2,2,3,1,15,0,18,FUM
99641,4256,697140,CAR,12,FUM,4,2,56,50,6,2,1,1,1,18,3,16,2,1,0,5,29,FG
99642,4256,697148,DEN,11,KOFF,4,1,21,24,3,0,0,0,0,2,1,2,2,1,0,0,4,PUNT
99643,4256,697152,CAR,13,PUNT,4,1,53,28,3,0,0,0,0,1,1,11,2,1,0,5,7,PUNT
99644,4256,697157,DEN,12,PUNT,4,2,16,25,3,0,0,0,0,3,3,0,0,0,0,0,3,PUNT
99645,4256,697161,CAR,14,PUNT,4,0,47,24,3,0,0,1,0,1,1,-7,2,0,0,0,-6,FUM
99646,4256,697164,DEN,13,FUM,4,0,56,96,4,2,1,0,1,2,3,0,0,0,2,0,4,TD
99647,4256,697170,CAR,15,KOFF,4,1,11,20,3,0,0,0,0,0,0,-14,3,0,0,0,-14,PUNT
99648,4256,697174,DEN,14,PUNT,4,1,3,37,3,0,0,0,0,8,3,0,0,0,0,0,8,PUNT
99649,4256,697178,CAR,16,PUNT,4,0,54,27,3,2,0,1,0,0,0,12,3,2,0,15,20,ENDQ
