uid,gid,player,pa,pc,py,ints,tdp,ra,sra,ry,tdr,trg,rec,recy,tdrec,ret,rety,tdret,fuml,peny,conv,snp,fp,fp2,fp3,game,seas,year,team,posd,jnum,dcp
88537,4254,JN-1900,0,0,0,0,0,0,0,0,0,3,2,16,0,4,21,0,0,0,0,33,1.6,2.6,3.6,1,7,2015,DEN,RWR,11,3
88538,4254,PM-0200,32,17,176,0,2,3,1,11,0,0,0,0,0,0,0,0,1,0,0,68,14.14,14.14,15.14,1,18,2015,DEN,QB,18,1
88539,4254,RH-2350,0,0,0,0,0,11,1,16,0,2,1,7,0,0,0,0,0,0,0,28,2.3,2.8,3.3,1,4,2015,DEN,RB,23,1
88540,4254,VD-0100,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10,0,0,0,1,10,2015,DEN,TE,85,2
88541,4254,ES-0200,0,0,0,0,0,0,0,0,0,8,5,62,0,0,0,0,0,0,0,56,6.2,8.7,11.2,1,6,2015,DEN,RWR,10,1
88542,4254,CA-0750,0,0,0,0,0,16,3,72,0,3,3,18,0,0,0,0,0,0,0,34,9,10.5,12,1,3,2015,DEN,RB,22,2
88543,4254,AC-0100,0,0,0,0,0,0,0,0,0,1,1,15,0,0,0,0,0,0,0,11,1.5,2,2.5,1,8,2015,DEN,LWR,12,2
88544,4254,OD-0100,0,0,0,0,0,0,0,0,0,3,2,33,2,0,0,0,0,0,0,51,15.3,16.3,17.3,1,10,2015,DEN,TE,81,1
88545,4254,DT-0900,0,0,0,0,0,0,0,0,0,7,2,12,0,0,0,0,0,5,0,56,1.2,2.2,3.2,1,6,2015,DEN,LWR,88,1
88546,4254,BF-0950,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15,0,0,0,1,2,2015,DEN,LWR,16,3
88547,4254,DA-0900,0,0,0,0,0,0,0,0,0,8,5,39,0,6,32,0,0,0,0,57,3.9,6.4,8.9,1,8,2015,NE,LWR,80,1
88548,4254,SJ-0200,0,0,0,0,0,4,2,8,1,0,0,0,0,0,0,0,0,0,0,11,6.8,6.8,6.8,1,12,2015,NE,RB,39,2
88549,4254,SC-0400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9,0,0,0,1,9,2015,NE,TE,88,2
88550,4254,BB-2250,0,0,0,0,0,5,2,12,0,3,2,29,0,0,0,0,0,0,0,18,4.1,5.1,6.1,1,4,2015,NE,RB,38,1
88551,4254,VG-0300,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,32,0,0,0,1,5,2015,DEN,TE,85,3
88552,4254,KM-0450,0,0,0,0,0,0,0,0,0,1,0,0,0,1,19,0,0,0,0,59,0,0,0,1,4,2015,NE,RWR,82,2
88553,4254,CL-0275,0,0,0,0,0,0,0,0,0,1,1,13,0,0,0,0,0,0,0,6,1.3,1.8,2.3,1,2,2015,DEN,RWR,14,2
88554,4255,DJ-1325,0,0,0,0,0,15,7,60,1,9,9,68,0,0,0,0,0,0,0,62,18.8,23.3,27.8,1,1,2015,ARI,RB,31,1
88555,4255,CP-0500,40,23,235,4,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,64,1.4,5.4,3.4,1,13,2015,ARI,QB,3,1
88556,4255,MF-0950,0,0,0,0,0,0,0,0,0,8,3,37,0,0,0,0,0,0,0,55,3.7,5.2,6.7,1,4,2015,ARI,RWR,15,1
88557,4255,TG-0900,0,0,0,0,0,1,1,22,1,2,2,52,0,4,38,0,0,0,0,45,13.4,14.4,15.4,1,9,2015,CAR,RWR,19,1
88558,4255,JS-6700,0,0,0,0,0,19,8,83,0,2,2,5,0,0,0,0,0,0,0,47,8.8,9.8,10.8,1,8,2015,CAR,RB,28,1
88559,4255,CN-0500,28,19,335,1,2,10,6,47,2,0,0,0,0,0,0,0,0,0,1,66,38.1,39.1,41.1,1,5,2015,CAR,QB,1,1
88560,4255,CB-3850,0,0,0,0,0,0,0,0,0,7,4,113,1,0,0,0,0,0,0,45,17.3,19.3,24.3,1,2,2015,CAR,LWR,16,1
88561,4255,JC-5400,0,0,0,0,0,0,0,0,0,2,2,17,0,0,0,0,0,0,0,35,1.7,2.7,3.7,1,12,2015,CAR,LWR,82,2
88562,4255,GO-0100,0,0,0,0,0,0,0,0,0,8,6,113,0,0,0,0,0,0,0,70,11.3,14.3,20.3,1,9,2015,CAR,TE,88,1
88563,4255,JB-6750,0,0,0,0,0,0,0,0,0,9,3,39,0,0,0,0,0,15,0,58,3.9,5.4,6.9,1,3,2015,ARI,LWR,13,2
88564,4255,DF-0550,0,0,0,0,0,0,0,0,0,4,2,36,1,0,0,0,0,0,0,40,9.6,10.6,11.6,1,3,2015,ARI,TE,85,1
88565,4255,JN-0625,0,0,0,0,0,0,0,0,0,3,2,25,0,2,50,0,0,0,1,17,4.5,5.5,6.5,1,1,2015,ARI,RWR,14,3
88566,4255,LF-0200,1,0,0,0,0,0,0,0,0,7,4,30,0,0,0,0,0,0,0,64,3,5,7,1,12,2015,ARI,LWR,11,1
88567,4255,AE-0750,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,3,2015,ARI,RB,38,2
88568,4255,DF-2200,0,0,0,0,0,0,0,0,0,3,2,21,1,0,0,0,0,0,0,26,8.1,9.1,10.1,1,1,2015,CAR,RWR,17,2
88569,4255,FW-0750,0,0,0,0,0,2,0,-2,0,1,0,0,0,1,19,0,0,0,0,6,-0.2,-0.2,-0.2,1,4,2015,CAR,RB,43,2
88570,4255,MT-1300,0,0,0,0,0,3,0,4,0,1,1,14,0,0,0,0,0,0,1,27,3.8,4.3,4.8,1,8,2015,CAR,FB,35,1
88571,4255,ED-0400,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,37,0,0,0,1,6,2015,CAR,TE,84,1
88572,4255,DA-1300,0,0,0,0,0,2,0,-2,0,0,0,0,0,0,0,0,0,0,0,5,-0.2,-0.2,-0.2,1,11,2015,CAR,QB,3,2
88573,4256,AC-0100,0,0,0,0,0,0,0,0,0,1,1,22,0,2,42,0,0,0,0,8,2.2,2.7,3.2,1,8,2015,DEN,LWR,12,2
88574,4256,PM-0200,23,13,141,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,60,3.64,4.64,4.64,1,18,2015,DEN,QB,18,1
88575,4256,OD-0100,0,0,0,0,0,0,0,0,0,2,1,18,0,0,0,0,0,0,0,49,1.8,2.3,2.8,1,10,2015,DEN,TE,81,1
88576,4256,ES-0200,0,0,0,0,0,0,0,0,0,8,6,83,0,1,0,0,0,0,0,58,8.3,11.3,14.3,1,6,2015,DEN,RWR,10,1
88577,4256,CA-0750,0,0,0,0,0,23,7,90,1,4,4,10,0,0,0,0,0,0,0,50,16,18,20,1,3,2015,DEN,RB,22,2
88578,4256,RH-2350,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,8,0,0,0,1,4,2015,DEN,RB,23,1
88579,4256,FW-0750,0,0,0,0,0,4,2,26,0,1,1,6,0,1,18,0,0,0,0,20,3.2,3.7,4.2,1,4,2015,CAR,RB,43,2
88580,4256,JS-6700,0,0,0,0,0,12,4,29,1,2,1,-1,0,0,0,0,0,0,0,34,8.8,9.3,9.8,1,8,2015,CAR,RB,28,1
88581,4256,CN-0500,41,18,257,1,0,6,4,45,0,0,0,0,0,0,0,0,2,5,0,80,8.78,9.78,10.78,1,5,2015,CAR,QB,1,1
88582,4256,CB-3850,0,0,0,0,0,0,0,0,0,7,4,80,0,0,0,0,0,0,0,41,8,10,12,1,2,2015,CAR,LWR,16,1
88583,4256,GO-0100,0,0,0,0,0,0,0,0,0,9,4,41,0,0,0,0,0,0,0,80,4.1,6.1,8.1,1,9,2015,CAR,TE,88,1
88584,4256,TG-0900,0,0,0,0,0,0,0,0,0,10,4,74,0,5,0,0,0,0,0,59,7.4,9.4,11.4,1,9,2015,CAR,RWR,19,1
88585,4256,JC-5400,0,0,0,0,0,0,0,0,0,5,2,17,0,0,0,0,0,0,0,39,1.7,2.7,3.7,1,12,2015,CAR,LWR,82,2
88586,4256,MT-1300,0,0,0,0,0,5,0,18,0,1,0,0,0,0,0,0,1,0,0,35,-0.2,-0.2,0.8,1,8,2015,CAR,FB,35,1
88587,4256,JN-1900,0,0,0,0,0,0,0,0,0,1,0,0,0,4,61,0,0,0,0,23,0,0,0,1,7,2015,DEN,RWR,11,3
88588,4256,ED-0400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,42,0,0,0,1,6,2015,CAR,TE,84,1
88589,4256,DT-0900,0,0,0,0,0,0,0,0,0,6,1,8,0,0,0,0,0,0,0,60,0.8,1.3,1.8,1,6,2015,DEN,LWR,88,1
88590,4256,DF-2200,0,0,0,0,0,0,0,0,0,5,2,40,0,0,0,0,0,0,0,47,4,5,6,1,1,2015,CAR,RWR,17,2
88591,4256,BF-0950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,2,2,2,1,2,2015,DEN,LWR,16,3
88592,4256,JW-1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,1,0,0,0,1,6,2015,CAR,QB,14,3
